character,death_year,type,source,question,year,is_test
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 35th president of the United States?,1962,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 35th president of the United States?,1963,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 36th president of the United States?,1963,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 36th president of the United States?,1964,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 36th president of the United States?,1965,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 36th president of the United States?,1966,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 36th president of the United States?,1967,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 36th president of the United States?,1968,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 36th president of the United States?,1969,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 37th president of the United States?,1969,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 37th president of the United States?,1970,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 37th president of the United States?,1971,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 37th president of the United States?,1972,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 37th president of the United States?,1973,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 37th president of the United States?,1974,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 38th president of the United States?,1974,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 38th president of the United States?,1975,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 38th president of the United States?,1976,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 38th president of the United States?,1977,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 39th president of the United States?,1977,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 39th president of the United States?,1978,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 39th president of the United States?,1979,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 39th president of the United States?,1980,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 39th president of the United States?,1981,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 40th president of the United States?,1981,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 40th president of the United States?,1982,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 40th president of the United States?,1983,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 40th president of the United States?,1984,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 40th president of the United States?,1985,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 40th president of the United States?,1986,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 40th president of the United States?,1987,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 40th president of the United States?,1988,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 40th president of the United States?,1989,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 41th president of the United States?,1989,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 41th president of the United States?,1990,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 41th president of the United States?,1991,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 41th president of the United States?,1992,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 41th president of the United States?,1993,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 42th president of the United States?,1993,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 42th president of the United States?,1994,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 42th president of the United States?,1995,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 42th president of the United States?,1996,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 42th president of the United States?,1997,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 42th president of the United States?,1998,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 42th president of the United States?,1999,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 42th president of the United States?,2000,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 42th president of the United States?,2001,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 43th president of the United States?,2001,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 43th president of the United States?,2002,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 43th president of the United States?,2003,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 43th president of the United States?,2004,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 43th president of the United States?,2005,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 43th president of the United States?,2006,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 43th president of the United States?,2007,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 43th president of the United States?,2008,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 43th president of the United States?,2009,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 44th president of the United States?,2009,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 44th president of the United States?,2010,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 44th president of the United States?,2011,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 44th president of the United States?,2012,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 44th president of the United States?,2013,True
Vivien Leigh,1967,real_person,none,What is the 6th year of the 44th president of the United States?,2014,True
Vivien Leigh,1967,real_person,none,What is the 7th year of the 44th president of the United States?,2015,True
Vivien Leigh,1967,real_person,none,What is the 8th year of the 44th president of the United States?,2016,True
Vivien Leigh,1967,real_person,none,What is the 9th year of the 44th president of the United States?,2017,True
Vivien Leigh,1967,real_person,none,What is the 1st year of the 45th president of the United States?,2017,True
Vivien Leigh,1967,real_person,none,What is the 2nd year of the 45th president of the United States?,2018,True
Vivien Leigh,1967,real_person,none,What is the 3rd year of the 45th president of the United States?,2019,True
Vivien Leigh,1967,real_person,none,What is the 4th year of the 45th president of the United States?,2020,True
Vivien Leigh,1967,real_person,none,What is the 5th year of the 45th president of the United States?,2021,True
W. C. Fields,1946,real_person,none,What is the 1st year of the 1th president of the United States?,1789,True
W. C. Fields,1946,real_person,none,What is the 2nd year of the 1th president of the United States?,1790,True
W. C. Fields,1946,real_person,none,What is the 3rd year of the 1th president of the United States?,1791,True
W. C. Fields,1946,real_person,none,What is the 4th year of the 1th president of the United States?,1792,True
W. C. Fields,1946,real_person,none,What is the 5th year of the 1th president of the United States?,1793,True
W. C. Fields,1946,real_person,none,What is the 6th year of the 1th president of the United States?,1794,True
W. C. Fields,1946,real_person,none,What is the 7th year of the 1th president of the United States?,1795,True
W. C. Fields,1946,real_person,none,What is the 8th year of the 1th president of the United States?,1796,True
W. C. Fields,1946,real_person,none,What is the 9th year of the 1th president of the United States?,1797,True
W. C. Fields,1946,real_person,none,What is the 1st year of the 2th president of the United States?,1797,True
W. C. Fields,1946,real_person,none,What is the 2nd year of the 2th president of the United States?,1798,True
